food_id,food_name,serving_size,calories,fat_type,total_fat,sat_fat,trans_fat,cholesterol,sodium,protein,total_carbon,fiber,sugar,calcium,iron,vaiu,vc,meal,location,allergen,tag,ingredient
70003.0,Lamb Stew,6 OZ,578.0,413,45.8g,17.6g,1g,114.6mg,470.2mg,24.2g,18.3g,7g,4.1g,18%,17%,151%,22%,lunch & dinner,Turner,"Milk, Tree Nuts, Peanuts, Wheat, Soybeans, Gluten","beef, lamb, cream, milk, peanuts, wheat, pepper, ","SPINACH, GROUND BEEF HALAL  (100% Pure Ground Beef (80/20)), GROUND LAMB HALAL (halal lamb), GARBANZO BEANS (cooked dried chick peas, water, salt, and disodium edta (to preserve color)), CREAM (heavy cream, milk, contains less than 0.5% of mono and diglycerides, polysorbate 80, carrageenan. contains: milk), FRESH ONIONS, WATER, WATER, SOY/OLIVE BLEND OIL (80% soybean oil, 20% extra virgin olive oil), GARLIC (garlic, water and citric acid. ), ALMONDS (almonds. ), GINGER ROOT, KOSHER SALT (salt, yellow prussiate of soda), GROUND CARDAMON, CUMIN (cumin), CINNAMON, CORIANDER, GARAM MARSALA (coriander, cumin, ginger, red chili, cloves, cinnamon, bay leaves.  (packed on a line that processes peanuts, treenuts, and wheat)), CRACKED BLACK PEPPER, CLOVES, CAYENNE PEPPER (ground cayenne pepper. )"
70004.0,Meat Loaf,8 OZ,634.0,329,36.5g,14.1g,0g,248.3mg,1754.5mg,53g,20.3g,1.2g,12.9g,8%,35%,13%,28%,lunch & dinner,Turner,"Milk, Eggs, Tree Nuts, Wheat, Soybeans, Gluten","beef, onion, pepper, tomato, gluten, wheat, cheese, milk, ","GROUND BEEF, KETCHUP (tomatoes, high fructose corn syrup, vinegar, corn syrup, salt, less than 2% of: spices, onion powder, garlic powder, natural flavors. ), VEGETABLE JUICE (reconstituted vegetable juice blend (water and concentrated juices of tomatoes, carrots,  celery, beets, parsley, lettuce, watercress, spinach), contains less than 2% of: salt, vitamin c  (ascorbic acid), natural flavoring, citric acid), FRESH EGGS, FRESH CELERY, FRESH ONIONS, WORCESTERSHIRE SAUCE (water, high fructose corn syrup, vinegar, salt, worcestershire seasoning (dextrose, sugar, caramel color, salt,  garlic powder, spices, hydrolyzed corn protein, chili pepper, xanthan gum, citric acid, onion powder, and not more than 2% soybean oil and silicon dioxide added to aid processing), caramel color, citric acid, dextrose, propylene glycol, sodium benzoate (preservative), guar gum, potassium sorbate (preservative), oleoresin capsicum and sulfur dioxide. ), KETCHUP (tomatoes, high fructose corn syrup, vinegar, corn syrup, salt, less than 2% of: spices, onion powder, garlic powder, natural flavors. ), FRESH GARLIC, Bread Crumbs (Tomato Parmesan Sourdough Bread* (HIGH GLUTEN FLOUR (bleached wheat flour, malted barley flour, niacin, potassium bromate,  thiamin mononitrate, riboflavin, folic acid.), Marinara Sauce** (FRESH TOMATOES, TOMATO PUREE (tomatoes, citric acid.), FRESH ONIONS, BREWED COFFEE, FRESH GARLIC, SUGAR, OLIVE OIL, KOSHER SALT (salt, yellow prussiate of soda), OREGANO, BASIL, WHITE PEPPER, RED PEPPER (crushed red pepper)), Sourdough Pate Fermentee (HIGH GLUTEN FLOUR (bleached wheat flour, malted barley flour, niacin, potassium bromate,  thiamin mononitrate, riboflavin, folic acid.), Sourdough Starter (WATER, HIGH GLUTEN FLOUR (bleached wheat flour, malted barley flour, niacin, potassium bromate,  thiamin mononitrate, riboflavin, folic acid.)), WATER), WATER, PARMESAN CHEESE (pasteurized part-skim milk, cheese cultures, salt, enzymes and powdered  cellulose (anti-caking agent). contains: milk ), OLIVE OIL, FRESH GARLIC, SALT (salt, calcium silicate, dextrose, potassium iodide.)), Sweet Potato Sourdough Bread (HIGH GLUTEN FLOUR (bleached wheat flour, malted barley flour, niacin, potassium bromate,  thiamin mononitrate, riboflavin, folic acid.), Sourdough Pate Fermentee (HIGH GLUTEN FLOUR (bleached wheat flour, malted barley flour, niacin, potassium bromate,  thiamin mononitrate, riboflavin, folic acid.), Sourdough Starter (WATER, HIGH GLUTEN FLOUR (bleached wheat flour, malted barley flour, niacin, potassium bromate,  thiamin mononitrate, riboflavin, folic acid.)), WATER), WATER, FRESH SWEET POTATO, ORANGE MARMALADE (high fructose corn syrup, corn syrup, orange peel, orange juice, fruit  pectin, citric acid, natural orange flavor), PECANS, OLIVE OIL), Cheddar Dill Sourdough Bread* (HIGH GLUTEN FLOUR (bleached wheat flour, malted barley flour, niacin, potassium bromate,  thiamin mononitrate, riboflavin, folic acid.), Sourdough Pate Fermentee (HIGH GLUTEN FLOUR (bleached wheat flour, malted barley flour, niacin, potassium bromate,  thiamin mononitrate, riboflavin, folic acid.), Sourdough Starter (WATER, HIGH GLUTEN FLOUR (bleached wheat flour, malted barley flour, niacin, potassium bromate,  thiamin mononitrate, riboflavin, folic acid.)), WATER), WATER, FRESH SWEET POTATO, SHREDDED WHITE CHEESE (cultured pasteurized milk, salt, enzymes, potato starch and powdered  cellulose added to prevent caking, natamycin (a natural mold inhibitor) contains: milk), OLIVE OIL, DILL WEED (dill), SALT (salt, sodium silicoaluminate. )), Potato Rosemary Sourdough Bread** (HIGH GLUTEN FLOUR (bleached wheat flour, malted barley flour, niacin, potassium bromate,  thiamin mononitrate, riboflavin, folic acid.), Sourdough Pate Fermentee (HIGH GLUTEN FLOUR (bleached wheat flour, malted barley flour, niacin, potassium bromate,  thiamin mononitrate, riboflavin, folic acid.), Sourdough Starter (WATER, HIGH GLUTEN FLOUR (bleached wheat flour, malted barley flour, niacin, potassium bromate,  thiamin mononitrate, riboflavin, folic acid.)), WATER), WATER, FRESH POTATO, OLIVE OIL, ROSEMARY), Roasted Garlic-Olive Sourdough Bread (HIGH GLUTEN FLOUR (bleached wheat flour, malted barley flour, niacin, potassium bromate,  thiamin mononitrate, riboflavin, folic acid.), Sourdough Pate Fermentee (HIGH GLUTEN FLOUR (bleached wheat flour, malted barley flour, niacin, potassium bromate,  thiamin mononitrate, riboflavin, folic acid.), Sourdough Starter (WATER, HIGH GLUTEN FLOUR (bleached wheat flour, malted barley flour, niacin, potassium bromate,  thiamin mononitrate, riboflavin, folic acid.)), WATER), WATER, OLIVE OIL, FRESH GARLIC, SALT (salt, calcium silicate, dextrose, potassium iodide.)), Focaccia** (HIGH GLUTEN FLOUR (bleached wheat flour, malted barley flour, niacin, potassium bromate,  thiamin mononitrate, riboflavin, folic acid.), WATER, FRESH RED ONIONS, SUGAR (sugar), OLIVE OIL, YEAST (yeast, sorbitan monostearate, ascorbic acid), KOSHER SALT (salt, yellow prussiate of soda))), KOSHER SALT (salt, yellow prussiate of soda), ITALIAN PARSLEY, WHOLE PEPPERCORNS (whole black pepper. )"
70005.0,Southern Succotash*,4 OZ,153.0,85,9.5g,4.4g,0.2g,22.1mg,170.8mg,6.4g,13.7g,3.1g,3.5g,8%,8%,7%,23%,lunch & dinner,Turner,"Milk, Soybeans","pepper, cream, milk, ","EDAMAME BEANS (edamame (shelled soybeans) ), CORN (yellow corn.), FRESH ONIONS, FRESH RED PEPPER, CREAM (heavy cream, milk, contains less than 0.5% of mono and diglycerides, polysorbate 80, carrageenan. contains: milk), UNSALTED BUTTER (pasteurized cream, natural flavorings contains: milk), KOSHER SALT (salt, yellow prussiate of soda), RED PEPPER (crushed red pepper)"
70006.0,Low Country Boil,10 OZ,728.0,178,19.7g,5.9g,0g,173.5mg,1523.4mg,41.7g,93.1g,3g,10.7g,9%,27%,17%,33%,lunch & dinner,Turner,"Crustacean Shellfish, Soybeans","chicken, pepper, pork, beef, turkey, soy, onion, ","Chicken Stock (CHICKEN STOCK), Cajun Rice (RICE (long grain parboiled rice, iron phosphate, niacin, thiamine mononitrate, folic acid. ), Chicken Stock (CHICKEN STOCK), FRESH CELERY, FRESH GREEN PEPPERS, FRESH ONIONS, FRESH TOMATOES, FRESH GARLIC, SMOKED PAPRIKA (paprika and silicon dioxide (added to make free flowing) ), SOY/OLIVE BLEND OIL (80% soybean oil, 20% extra virgin olive oil), CAYENNE PEPPER (ground cayenne pepper. ), BLACK PEPPER, KOSHER SALT (salt, yellow prussiate of soda)), SHRIMP, FRESH RED POTATOES, CORN (yellow corn.), CHICKEN THIGH MEAT (Halal certified chicken), FRESH ONIONS, SAUSAGE (meat ingredients (pork, beef), mechanically separated turkey, water, corn syrup, contains 2% or less: salt, potassium lactate, spice, natural flavor, yeast extract, pork stock, sodium diacetate, sodium erythorbate, sodium nitrite, isolated soy product, isolated soy protein. contains soy), FRESH TOMATOES, CRAWFISH TAIL MEAT, FRESH GREEN ONIONS, GARLIC (garlic, water and citric acid. ), OLD BAY SEASONING (celery salt (salt, celery seed), spices (including red pepper and black pepper), and paprika. ), SOY/OLIVE BLEND OIL (80% soybean oil, 20% extra virgin olive oil), CAJUN SEASONING (garlic, salt, onion, paprika, oregano, white pepper, red pepper, and spice.)"
70007.0,Tangier Chicken,1/4 CHICKEN,595.0,316,35.1g,9.8g,0g,196.5mg,1608.5mg,62.6g,3.9g,1.5g,0.3g,6%,21%,4%,1%,lunch & dinner,Turner,,"chicken, onion, pepper, ","WHOLE CHICKEN (Halal certified chicken), Morrocan Rub** (KOSHER SALT (salt, yellow prussiate of soda), ONION POWDER (onion powder. ), GARLIC POWDER (garlic powder.), CORIANDER SEEDS, CINNAMON, COARSE GROUND PEPPER, GROUND CARDAMON, NUTMEG)"
70008.0,Grilled Delmonico Steak,10 OZ,639.0,364,40.4g,15.7g,0g,212.1mg,694.9mg,64.1g,0.2g,0g,0g,4%,24%,0%,0%,lunch & dinner,Turner,,"beef, pepper, ","BEEF RIBEYE STEAK, Grill Seasoning (KOSHER SALT (salt, yellow prussiate of soda), GARLIC POWDER (garlic powder.), BLACK PEPPER, DRY MUSTARD (mustard), CORIANDER, CUMIN SEEDS)"
70009.0,Grilled Flat Iron Steak,12 OZ,464.0,272,30.2g,11.4g,0g,159.9mg,947.7mg,44.6g,0.2g,0.1g,0g,2%,32%,0%,0%,lunch & dinner,Turner,,"beef, pepper, ","BEEF STEAK, Grill Seasoning (KOSHER SALT (salt, yellow prussiate of soda), GARLIC POWDER (garlic powder.), BLACK PEPPER, DRY MUSTARD (mustard), CORIANDER, CUMIN SEEDS)"
70010.0,Grilled Flat Iron Steak,8 OZ,309.0,182,20.1g,7.6g,0g,106.6mg,631.8mg,29.7g,0.2g,0g,0g,1%,21%,0%,0%,lunch & dinner,Turner,,"beef, pepper, ","BEEF STEAK, Grill Seasoning (KOSHER SALT (salt, yellow prussiate of soda), GARLIC POWDER (garlic powder.), BLACK PEPPER, DRY MUSTARD (mustard), CORIANDER, CUMIN SEEDS)"
70011.0,Grilled Thai Peanut Chicken,5 OZ,361.0,221,24.5g,6g,0.1g,173.5mg,285.2mg,30.6g,3.6g,0.4g,2.7g,2%,9%,3%,1%,lunch & dinner,Turner,"Milk, Eggs, Peanuts, Wheat, Soybeans, Gluten","chicken, peanuts, milk, egg, wheat, gluten, soy, pepper, ","CHICKEN THIGH MEAT (Halal certified chicken), Thai Peanut Dressing* (PEANUTS (dry roasted peanuts. processed in a facility that processes peanuts, tree nuts, milk, egg, wheat and soybeans. ), HONEY (honey. ), RICE VINEGAR (distilled vinegar (made from alcohol with rice and sake cake extract) and salt/ diluted with water to 4.5% acidity (45 grain).  gluten free. ), SESAME OIL (100% pure sesame oil.), SOY SAUCE (water, wheat, soybeans, salt, sodium benzoate less than 1/10 of 1% as a  preservative.), WATER, SESAME SEEDS (whole sesame seeds), BLACK SESAME SEEDS (black sesame seeds. ), BASIL, CILANTRO, GINGER ROOT, FRESH GARLIC, RED PEPPER (crushed red pepper), SRIRACHA HOT PEPPER SAUCE (chili, sugar, salt, garlic, distilled vinegar, potassium sorbate, sodium  bisulfite as preservatives, and xanthan gum.))"
70012.0,Apple Lattice Pie**,1/8 PIECE,30.0,11,1.2g,0.5g,0g,0mg,28.9mg,0.2g,4.7g,0.1g,2.5g,0%,1%,0%,0%,lunch & dinner,Turner,"Wheat, Soybeans, Gluten","wheat, soy, ","APPLE PIE (apples, enriched flour (wheat flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid), sugar, vegetable oil (palm, soybean and/or cottonseed oils), water, corn syrup, contains 2% of less of each of the following: modified corn starch, high fructose corn syrup, salt, cinnamon, malic acid, gums (xanthan, carob bean), soy flour)"
70013.0,Assorted Ciabatta Bread*,1 ROLL,89.0,0,0g,0g,0g,0mg,227.5mg,3g,18.8g,1g,0g,0%,6%,2%,0%,lunch & dinner,Turner,"Eggs, Tree Nuts, Wheat, Soybeans, Gluten","wheat, gluten, soy, ","ASSORTED CIABATTA BREADS (unbleached unbromated wheat flour (malted barley flour, niacin, iron  (reduced), thiamine mononitrate, riboflavin and folic acid), filtered  water, levain, contains 2% or less: salt, yeast,  deactivated yeast, malt. contains: wheat and gluten. manufactured in a facility and on shared equipment that also processes products that contain the following allergens: eggs, soy , wheat, gluten, yellow #5 and tree nuts.)"
70014.0,Cajun Rice,4 oz,277.0,8,0.8g,0.2g,0g,0.7mg,41.4mg,7g,58.5g,0.6g,0.9g,1%,14%,8%,10%,lunch & dinner,Turner,Soybeans,"chicken, pepper, ","RICE (long grain parboiled rice, iron phosphate, niacin, thiamine mononitrate, folic acid. ), Chicken Stock (CHICKEN STOCK), FRESH CELERY, FRESH GREEN PEPPERS, FRESH ONIONS, FRESH TOMATOES, FRESH GARLIC, SMOKED PAPRIKA (paprika and silicon dioxide (added to make free flowing) ), SOY/OLIVE BLEND OIL (80% soybean oil, 20% extra virgin olive oil), CAYENNE PEPPER (ground cayenne pepper. ), BLACK PEPPER, KOSHER SALT (salt, yellow prussiate of soda)"
70015.0,Citrus Sweet Potatoes*,4 OZ,176.0,64,7.1g,4.3g,0.2g,25.6mg,267.2mg,2.8g,27g,3.4g,6g,5%,4%,224%,54%,lunch & dinner,Turner,"Milk, Soybeans","cream, milk, soy, ","POTATOES, SWEET POTATOES, CREAM (heavy cream, milk, contains less than 0.5% of mono and diglycerides, polysorbate 80, carrageenan. contains: milk), FRESH ORANGE, LEMONS, ORANGE JUICE CONCENTRATE (concentrated orange juice), KOSHER SALT (salt, yellow prussiate of soda), VEGETABLE PAN SPRAY (soybean oil, soybean lecithin (hr), silicon dioxide, water and  propellant (non-chloroflurocarbon). contains: soy.)"
70016.0,Fried Okra*,3 OZ,103.0,52,5.7g,0g,0g,0mg,402.3mg,3.4g,21.8g,3.4g,2.3g,5%,5%,5%,2%,lunch & dinner,Turner,"Milk, Wheat, Soybeans, Gluten","wheat, ","BREADED OKRA (okra, wheat flour, water*, yellow corn flour, modified food starch,  whey, dextrose, partially hydrogenated soybean oil, leavening (sodium  bicarbonate, sodium aluminum phosphate, sodium acid pyrophosphate,  monocalcium phosphate), spices, natural flavor. *water added during  processing.)"
