food_id,food_name,serving_size,calories,fat_type,total_fat,sat_fat,trans_fat,cholesterol,sodium,protein,total_carbon,fiber,sugar,calcium,iron,vaiu,vc,meal,location,allergen,tag,ingredient
80001.0,"Pizza, Apple & Bleu Cheese*",1 PIZZA,779.0,208,23g,10.9g,0g,48.6mg,1281.5mg,32.4g,122.8g,5.2g,11.6g,37%,41%,12%,6%,lunch,Vet_Cafe,"Milk, Wheat, Soybeans, Gluten","pizza, wheat, soy, milk, cheese, ","PIZZA DOUGH (enriched wheat flour (wheat flour, barley malt, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, yeast, soybean oil, salt, sugar  contains: wheat and soy  produced on a line that also handles milk products. ), PIZZA CHEESE (low moisture part skim mozzarella cheese (pasteurized milk, cheese cultures, salt, enzymes), provolone cheese (pasteurized milk, cheese cultures, salt, enzymes), potato starch, canola oil and cellulose powder added to prevent caking, natamycin (a natural food inhibitor) contains: milk), Caramelized Onions (FRESH ONIONS, BROWN SUGAR (brown sugar (cane sugar, cane syrups)), SOY/OLIVE BLEND OIL (80% soybean oil, 20% extra virgin olive oil)), GOLDEN APPLES, BLEU CHEESE (blue cheese (pasteurized milk, cheese cultures, salt, enzymes), powdered cellulose to prevent caking, natamycin to protect flavor.  contains: milk ), GLAZE BALSAMIC VINEGAR (balsamic vinegar of modena (wine vinegar, concentrated grape must, caramel color), sugar, glucose syrup, dextrose, modified corn starch, xanthan gum (as stabilizer).), VEGETABLE PAN SPRAY (soybean oil, soybean lecithin (hr), silicon dioxide, water and  propellant (non-chloroflurocarbon). contains: soy.)"
80002.0,"Taco, Grilled Fish w/Cabbage & Slaw",1 TACO,201.0,54,6g,2.8g,0g,6.6mg,618.3mg,19.5g,16.5g,12.9g,1.2g,7%,7%,9%,11%,lunch,Vet_Cafe,"Milk, Fish, Wheat, Soybeans, Gluten","wheat, soy, cream, milk, pepper, onion, ","TILAPIA, FLOUR TORTILLA (enriched bleached flour (wheat starch, niacin, reduced iron, thiamin  mononitrate, riboflavin, and folic acid), water, vegetable shortening (contains one or more of the following: palm oil and/or corn oil); contains 2% or less of the following: salt, aluminum free leavining (sodium acid pyrophosphate, sodium bicarbonate, corn starch, monocalcium phosphate), wheat protein preservatives (calcium propionate, sorbic acid), dough conditioner (fumaric acid, gum blend, lecithin, mono and diglycerides, sodium metabisulphite).  contains: wheat and soy   ), Cabbage Topping for Fish Taco (FRESH GREEN CABBAGE, CARROTS, FRESH RED CABBAGE, CILANTRO), Fish Taco Cilantro Sauce (SOUR CREAM (cultured cream, enzyme contains: milk), FRESH GREEN ONIONS, LIMES, CILANTRO, KOSHER SALT (salt, yellow prussiate of soda), BLACK PEPPER), LEMON PEPPER SEASONING (salt, black pepper, citric acid, onion, sugar, garlic, calcium stearate,  silicon dioxide, and calcium silicate( added to make free flowing), celery seed, lemon oil, and fd&c  yellow 5 lake.)"
80003.0,"Chili con Carne, Small",8 OZ,247.0,82,9.1g,3.8g,0g,41mg,621.3mg,18.8g,21.6g,5.5g,4.6g,19%,13%,9%,13%,lunch,Vet_Cafe,"Milk, Eggs, Tree Nuts, Wheat, Soybeans, Gluten","tomato, beef, soy, wheat, gluten, pepper, cheese, milk, ","Chili Con Carne (DICED TOMATOES (tomatoes, tomato juice, less than 2% of: salt, calcium chloride, citric acid), KIDNEY BEANS (dark red kidney beans, water, high fructose corn syrup, sugar, salt, calcium chloride, disodium edta  (to preservative color), and natural flavorings.), GROUND BEEF, TOMATO JUICE (tomato juice from concentrate (water, tomato concentrate), salt, citric acid, vitamin c (ascorbic acid)), FRESH ONIONS, GARLIC (Processed on the same manufacturing line as products that contain soy, wheat, gluten, dairy, eggs,  and tree nuts. ), PEPPER SAUCE (peppers, vinegar, salt, xanthan gum and benzoate of soda (to perserve  freshness and flavor)), TOMATO PASTE (tomato paste, salt, citric acid.), SALT (salt, calcium silicate, dextrose, potassium iodide.), GARLIC POWDER (garlic powder.), CUMIN (cumin), BLACK PEPPER, PAPRIKA (paprika and silicon dioxide (added to make free flowing) ), CAYENNE PEPPER (ground cayenne pepper. ), RED PEPPER), MONTEREY JACK & CHEDDAR CHEESE (cheddar cheese, (pasteurized milk, cheese culture, salt, enzymes, annatto [color]), monterey jack cheese (pasteurized milk, cheese culture, salt, enzymes), potato starch and powdered cellulose added to prevent caking, natamycin (a natural mold inhibitor). contains: milk ), JALAPENO PEPPERS (fresh peppers, water, vinegar, salt, calcium chloride, sodium benzoate (preservative), natural flavors, yellow 5, sodium metabisulfite. )"
80004.0,Crm of Potato & Leek Soup*,8 OZ,178.0,81,9g,3.7g,1.2g,14.4mg,1250.3mg,3.3g,19.7g,0.9g,5.3g,7%,4%,10%,4%,lunch,Vet_Cafe,"Milk, Eggs, Wheat, Soybeans, Gluten","milk, cream, wheat, soy, gluten, onion, pepper, ","WATER, WHOLE MILK (milk, vitamin D3 added), FRESH POTATOES, SOUR CREAM (cultured cream, enzyme contains: milk), Oleo Roux (FLOUR (enriched bleached wheat flour (niacin, reduced iron, thiamine  mononitrate, riboflavin, folic acid). Processed in a facility that contains milk, soy and eggs. ), MARGARINE (liquid soybean oil, partially hydrogenated soybean oil, water, salt, soy  lecithin, vegetable mono and diglycerides, potassium sorbate and citric  acid added as preservatives, artificially flavored (gluten free),  artificially colored with beta carotene, vitamin a palmitate added.)), LEEKS, VEGETABLE BASE (sauteed vegetable puree mix (carrots, onions, celery), salt, sugar, maltodextrin, corn oil, less than 2% of yeast extract, water, potato starch, xanthan gum, natural flavors, carrot juice concentrate), ONION POWDER (onion powder. ), WHITE PEPPER, NUTMEG"
80005.0,"Pizza, Fresca Cheese*",1 PIZZA,743.0,188,20.8g,9.7g,0g,55.8mg,1603.2mg,37.9g,110.6g,4.8g,3.1g,59%,42%,15%,3%,lunch,Vet_Cafe,"Milk, Eggs, Tree Nuts, Wheat, Soybeans, Gluten","pizza, wheat, soy, milk, cheese, cream, onion, gluten, pepper, ","PIZZA DOUGH (enriched wheat flour (wheat flour, barley malt, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, yeast, soybean oil, salt, sugar  contains: wheat and soy  produced on a line that also handles milk products. ), MOZZARELLA CHEESE (cultured pasteurized milk, cream, sea salt and rennet ), GROUND TOMATOES (vine-ripened fresh tomatoes, salt and naturally derived citric acid.), PIZZA CHEESE (low moisture part skim mozzarella cheese (pasteurized milk, cheese cultures, salt, enzymes), provolone cheese (pasteurized milk, cheese cultures, salt, enzymes), potato starch, canola oil and cellulose powder added to prevent caking, natamycin (a natural food inhibitor) contains: milk), SOY/OLIVE BLEND OIL (80% soybean oil, 20% extra virgin olive oil), Cheesestick Seasoning (ONION SALT (salt, onion, sodium silicon aluminate (added to make free flowing), and onion oil.), GARLIC (Processed on the same manufacturing line as products that contain soy, wheat, gluten, dairy, eggs,  and tree nuts. ), ITALIAN SEASONING (marjoram, thyme, rosemary, savory, sage, oregano, basil.), PAPRIKA (paprika and silicon dioxide (added to make free flowing) ), GARLIC SALT (salt, garlic, calcium silicate (added to make free flowing), and garlic oil.), RED PEPPER), VEGETABLE PAN SPRAY (soybean oil, soybean lecithin (hr), silicon dioxide, water and  propellant (non-chloroflurocarbon). contains: soy.)"
80006.0,"Pizza, Margherita*",1 PIZZA,685.0,132,14.7g,6g,0g,36.9mg,1329.8mg,32.5g,116.2g,6.3g,3.9g,52%,49%,47%,40%,lunch,Vet_Cafe,"Milk, Eggs, Tree Nuts, Wheat, Soybeans, Gluten","pizza, wheat, soy, milk, cheese, cream, onion, gluten, pepper, ","PIZZA DOUGH (enriched wheat flour (wheat flour, barley malt, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, yeast, soybean oil, salt, sugar  contains: wheat and soy  produced on a line that also handles milk products. ), FRESH TOMATOES, MOZZARELLA CHEESE (cultured pasteurized milk, cream, sea salt and rennet ), BASIL, FRESH GARLIC, VEGETABLE PAN SPRAY (soybean oil, soybean lecithin (hr), silicon dioxide, water and  propellant (non-chloroflurocarbon). contains: soy.), SOY/OLIVE BLEND OIL (80% soybean oil, 20% extra virgin olive oil), Cheesestick Seasoning (ONION SALT (salt, onion, sodium silicon aluminate (added to make free flowing), and onion oil.), GARLIC (Processed on the same manufacturing line as products that contain soy, wheat, gluten, dairy, eggs,  and tree nuts. ), ITALIAN SEASONING (marjoram, thyme, rosemary, savory, sage, oregano, basil.), PAPRIKA (paprika and silicon dioxide (added to make free flowing) ), GARLIC SALT (salt, garlic, calcium silicate (added to make free flowing), and garlic oil.), RED PEPPER), CRACKED BLACK PEPPER"
80007.0,"Pizza, White with Spinach & Mushrooms*",1 PIZZA,787.0,222,24.6g,9.2g,0.2g,53.2mg,1631.7mg,35.9g,115.1g,5.1g,3.1g,54%,46%,28%,10%,lunch,Vet_Cafe,"Milk, Eggs, Tree Nuts, Wheat, Soybeans, Gluten","pizza, wheat, soy, milk, cheese, cream, onion, gluten, pepper, ","PIZZA DOUGH (enriched wheat flour (wheat flour, barley malt, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, yeast, soybean oil, salt, sugar  contains: wheat and soy  produced on a line that also handles milk products. ), MOZZARELLA CHEESE (cultured pasteurized milk, cream, sea salt and rennet ), FRESH MUSHROOMS, ALFREDO SAUCE (cream, skim milk, water, parmesan and asiago cheese blend with flavor (parmesan cheese [cultured milk, salt, enzymes], asiago cheese [cultured milk, salt, enzymes], enzyme modified parmesan cheese [cultured milk, water, salt, enzymes], whey, salt), soybean oil, canola oil, modified cornstarch, 2% or less of romano cheese ([made from cow's milk], pasteurized milk, cheese culture, salt, enzymes), cream (cream, nonfat milk), lactose (contains milk), datem, spice, xantham gum, seasoning (cornstarch, extractives of turmeric and annatto, natural flavor), seasoning (maltodextrin, flavor, enzyme modified butterfat) contains milk ingredients. ), FRESH GARLIC, FRESH SPINACH, BACON (cured with water, salt, sugar, sodium phosphates, sodium erythorbate, sodium nitrite. ), SOY/OLIVE BLEND OIL (80% soybean oil, 20% extra virgin olive oil), Cheesestick Seasoning (ONION SALT (salt, onion, sodium silicon aluminate (added to make free flowing), and onion oil.), GARLIC (Processed on the same manufacturing line as products that contain soy, wheat, gluten, dairy, eggs,  and tree nuts. ), ITALIAN SEASONING (marjoram, thyme, rosemary, savory, sage, oregano, basil.), PAPRIKA (paprika and silicon dioxide (added to make free flowing) ), GARLIC SALT (salt, garlic, calcium silicate (added to make free flowing), and garlic oil.), RED PEPPER), VEGETABLE PAN SPRAY (soybean oil, soybean lecithin (hr), silicon dioxide, water and  propellant (non-chloroflurocarbon). contains: soy.)"
80008.0,"Sandwich, Avocado BLT",1 SANDWICH,539.0,319,35.4g,9.2g,0g,34.1mg,1126.1mg,22.5g,38.4g,3g,3.8g,39%,12%,31%,11%,lunch,Vet_Cafe,"Milk, Eggs, Wheat, Soybeans, Gluten","wheat, egg, cheese, milk, pepper, ","SOURDOUGH BREAD (enriched bromated bleached flour, ( wheat flour, malted barley flour, niacin, reduced iron, potassium, bromate, thiamin mononitrate, riboflaven, folic acid), water.  contains less than 2 % of each of the following: yeast, salt, vegetable shortening ( partial hydrogenated soybean & cottonsead oils), malt powder, calcium propionate ( preservative), sugar, datem, calcium sulfate, l-cysteine, enzymes, azodicarbonamide, ascorbic acid added as a dough conditioner, potassium bromate.), Aioli, Avocado Cilantro (AVOCADO HALF (hass avocados from mexico, citric acid, ascorbic acid (vitamin c)), MAYONNAISE (soybean oil, egg yolk, water, high fructose corn syrup, vinegar,  contains less than 2% of salt, spice, calcium disodium edta to protect  flavor.), CILANTRO, KOSHER SALT (salt, yellow prussiate of soda)), FRESH TOMATOES, PARMESAN CHEESE (pasteurized part-skim milk, cheese cultures, salt, enzymes and powdered  cellulose (anti-caking agent).  contains: milk. ), BACON (bacon cured with water, salt, sugar, sodium phosphates, sodium  erythorbate, sodium nitrite.), GREEN LEAF LETTUCE, OLIVE OIL, CRACKED BLACK PEPPER"
80009.0,"Sandwich, Peanut Butter & Jelly*",1 SANDWICH,457.0,166,18.4g,2.2g,0g,0mg,823.2mg,16.8g,67.6g,8.6g,20.9g,10%,20%,0%,4%,lunch,Vet_Cafe,"Peanuts, Wheat, Soybeans, Gluten","wheat, gluten, soy, peanuts, ","WHOLE WHEAT BREAD (whole wheat flour, water, brown sugar, wheat gluten,  yeast, contains 2% or less of each of the following: raisin juice  concentrate, salt, soybean oil, cultured wheat flour, vinegar, soy  lecithin, calcium sulfate, enzymes, wheat starch, topping mixtures  (wheat cuts, wheat flakes, wheat bran, flaxseed)), Fresh Ground Peanut Butter (Roasted Peanuts (BLANCHED PEANUTS, KOSHER SALT (salt, yellow prussiate of soda)), PEANUT OIL), STRAWBERRY PRESERVES (strawberries, high fructose corn syrup, sugar, corn syrup, pectin, citric acid.)"
80010.0,"Sandwich, Perky Peach & Turkey",1 SANDWICH,635.0,203,22.6g,7.8g,0g,76.5mg,1873.5mg,31.6g,81.1g,3.9g,21.9g,31%,4%,29%,4%,lunch,Vet_Cafe,"Milk, Eggs, Wheat, Soybeans, Gluten","wheat, milk, turkey, pepper, cheese, ","NAAN BREAD (enriched wheat flour (wheat flour, ascorbic acid as dough conditioner,  niacin, reduced iron, thiamine mononitrate, riboflavin, enzymes, folic  acid), fresh buttermilk (skim milk, dry buttermilk, bacterial culture),  water, canola and/or soybean oil, eggs, sugar, baking powder (sodium  acid pyrophosphate, sodium bicarbonate, corn starch, monocalcium  phosphate), sea salt, dextrose, ghee (clarified butter), tapioca starch,  vinegar, carrot fiber, yeast), TURKEY BREAST (turkey breast meat, turkey broth, modified food starch, contains 2% or less salt, sugar, sodium phosphate, flavoring), Peach Chutney** (PEACHES (peaches, water, corn syrup, and sugar.), BROWN SUGAR (brown sugar (cane sugar, cane syrups)), RAISINS, VINEGAR, FRESH ONIONS, LEMON JUICE (filtered water, lemon juice concentrate, sodium bisulfite (preservative), sodium  benzoate (preservative), lemon oil.), SOY/OLIVE BLEND OIL (80% soybean oil, 20% extra virgin olive oil), BLACK PEPPER, SALT (salt, calcium silicate, dextrose, potassium iodide.), GINGER ROOT, ALLSPICE (ground allspice. )), GOUDA CHEESE (cultured milk, salt, enzymes, water, sodium phosphate, potassium sorbate (preservative), artificial color.), MESCLUN GREENS"
80011.0,"Sandwich, Smokey Beef Chipotle",1 SANDWICH,683.0,212,23.5g,10.5g,0g,84.7mg,559.5mg,39.9g,74.3g,6.6g,2.8g,25%,41%,11%,11%,lunch,Vet_Cafe,"Milk, Eggs, Wheat, Soybeans, Gluten","wheat, gluten, beef, soy, onion, cream, milk, egg, tomato, cheese, ","French Bread Baguette** (French Bread Baguette** (ULTRAGRAIN FLOUR BLEND (ultragrain whole wheat flour, wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid.  contains: wheat), WATER, VITAL WHEAT GLUTEN, BREAD MIX (salt, dextrose, wheat flour, vegetable shortening (partially  hydrogenated soybean, cottonseed, and/or canola oils), sugar, diacetyl  tartaric acid esters of mono/diglycerides (DATEM), malt barley flour,  calcium sulfate, potassium bromate, l. cysteine, enzyme.), YEAST (instant yeast. ))), TOP ROUND OF BEEF (cooked roast beef containing up to 10% solution of: water, dextrose, hydrolyzed soy protein, sodium phosphate, seasoning (blend of dextrose, hydrolyzed soy protein, onion powder and spice extractives).  coating: black caramel color, salt, dextrose, onion powder, citric acid, spice extractives, tricalcium phosphate and soybean oil ), Chipotle Aioli (SOUR CREAM (cultured cream, enzyme contains: milk), MAYONNAISE (soybean oil, egg yolk, water, high fructose corn syrup, vinegar,  contains less than 2% of salt, spice, calcium disodium edta to protect  flavor.), CHIPOTLE PEPPERS (chipotle peppers, water, vinegar, tomatoes, onions, iodized salt, sugar, paprika, soybean oil, and spices), HORSERADISH (horseradish, distilled vinegar, water soybean oil, salt, and artificial flavor.), DIJON MUSTARD (water, vinegar, mustard seed, salt, white wine, fruit pectin, citric  acid, tartaric acid, sugar, spices.)), Smoked Tomato Au Jus (WATER, VEGETABLE JUICE (reconstituted vegetable juice blend (water and concentrated juices of tomatoes, carrots,  celery, beets, parsley, lettuce, watercress, spinach), contains less than 2% of: salt, vitamin c  (ascorbic acid), natural flavoring, citric acid), WATER, BEEF BASE (roasted beef and concentrated beef stock, salt, hydrolyzed soy, corn and wheat proteins, maltodextrin, corn oil, sugar, 2% or less of caramel color, cornstarch, autolyzed yeast extract, potato starch, disodium inosinate/disodium guanylate, modified cornstarch, natural flavors.   contains: soy, wheat ingredients. *other than that which naturally occurs in the hydrolyzed proteins and autolyzed yeast extract.), FRESH GARLIC, CHIPOTLE PEPPERS (chipotle peppers, water, vinegar, tomatoes, onions, iodized salt, sugar, paprika, soybean oil, and spices)), SWISS CHEESE (pasteurized part-skim milk, cheese culture, salt, and enzymes.)"
80012.0,"Sandwich, Turkey Bagel",1/2 BAGEL,107.0,72,8g,3.6g,0g,32.8mg,733.9mg,14.7g,33.5g,1.5g,4.6g,19%,5%,22%,7%,lunch,Vet_Cafe,"Milk, Wheat, Soybeans, Gluten","cheese, wheat, milk, turkey, ","ASIAGO CHEESE BAGEL (flour (wheat flour, malted barley flour), water, shredded asiago fresh cheese (cultured milk, enzymes, salt, cellulose), sugar, contains less than 2% of each of the following: salt, yeast extract, degerminated yellow corn meal, cultured wheat flour, yeast, guar & xanthan gum blend, inactive dry yeast, soybean oil, ascorbic acid added as a dough conditioner, enzymes, potato starch), SMOKED TURKEY BREAST (turkey breast, turkey broth, salt, dextrose, modified food starch, carrageenan, sodium phosphate, sodium erythorbate, sodium nitrate. ), FRESH CUCUMBERS, FRESH TOMATOES, HAVARTI CHEESE WITH DILL (cultured pasteurized milk, enzymes, salt, dill, annatto coloring), GREEN LEAF LETTUCE, PARMESAN CHEESE (pasteurized part-skim milk, cheese cultures, salt, enzymes and powdered  cellulose (anti-caking agent).  contains: milk. ), FRESH SPINACH"
